user_id;date;gun type id;gun power;hitting the target;action id
653811;01.04.2019;12849;0;1;9092
654404;01.04.2019;12933;0;1;9093
654610;01.04.2019;13059;2;0;9094
653891;01.04.2019;13089;0;1;9095
654092;01.04.2019;15513;0;1;9096
653972;01.04.2019;15774;0;1;9097
654108;01.04.2019;16188;1;1;9098
653876;01.04.2019;16459;1;1;9099
653840;01.04.2019;17803;0;0;9100
653981;01.04.2019;18127;0;1;9101
653859;01.04.2019;18322;0;1;9102
654569;05.04.2019;4939;0;1;9103
653964;05.04.2019;8198;0;1;9104
653953;05.04.2019;12738;0;1;9105
653832;05.04.2019;16188;3;1;9106
654372;05.04.2019;17353;0;1;9107
654083;10.04.2019;12738;0;1;9108
653731;10.04.2019;16188;0;1;9109
653647;10.04.2019;17353;0;1;9110
654223;15.04.2019;16188;0;1;9111
653896;23.04.2019;16188;0;1;9112
654261;29.03.2019;18337;0;1;9113
654813;17.03.2019;12456;0;1;9114
655223;17.03.2019;12738;1;0;9115
655720;17.03.2019;13119;0;1;9116
655564;17.03.2019;16336;0;0;9117
655284;17.03.2019;16537;0;0;9118
655368;17.03.2019;17812;1;1;9119
655072;17.03.2019;18130;0;0;9120
655735;18.03.2019;12738;0;1;9121
655886;23.04.2019;421;1;0;9122
655870;23.04.2019;568;1;1;9123
655664;23.04.2019;3523;2;0;9124
655731;23.04.2019;10806;0;1;9125
655551;23.04.2019;12735;0;0;9126
655435;23.04.2019;13116;1;1;9127
655487;01.03.2019;16336;3;1;9128
656075;02.03.2019;16336;1;1;9129
655628;04.03.2019;16336;35;1;9130
655469;05.03.2019;16336;1;1;9131
656210;06.03.2019;16336;3;1;9132
655508;08.03.2019;16336;1;1;9133
655689;20.03.2019;16336;2;1;9134
655741;22.03.2019;16336;25;1;9135
656104;23.03.2019;16336;2;1;9136
656002;26.03.2019;16336;2;1;9137
656113;27.03.2019;16336;1;1;9138
655681;29.03.2019;16336;13;1;9139
655750;01.04.2019;16336;35;1;9140
655438;04.04.2019;12738;0;0;9141
655712;04.04.2019;16336;27;1;9142
655854;05.04.2019;12738;0;0;9143
655817;05.04.2019;16336;4;1;9144
656412;10.04.2019;16336;0;1;9145
656223;10.04.2019;18322;0;0;9146
655448;12.04.2019;16336;3;1;9147
656357;18.04.2019;12363;0;1;9148
656086;18.04.2019;16336;1;1;9149
656020;18.04.2019;18202;0;1;9150
656822;20.03.2019;11094;0;1;9151
656684;21.03.2019;18202;0;1;9152
656420;08.04.2019;12039;2;1;9153
656066;09.04.2019;11901;0;0;9154
656860;09.04.2019;18298;0;1;9155
656434;16.04.2019;11688;4;1;9156
656781;16.04.2019;12738;2;0;9157
656741;16.04.2019;13131;4;0;9158
656060;16.04.2019;16537;1;1;9159
657155;11.04.2019;568;0;1;9160
657568;11.04.2019;9053;0;0;9161
657964;11.04.2019;9191;0;1;9162
657484;11.04.2019;10806;0;1;9163
657438;11.04.2019;11694;0;1;9164
657952;11.04.2019;13086;1;1;9165
657395;11.04.2019;13128;0;0;9166
657482;11.04.2019;13599;0;1;9167
657568;11.04.2019;15681;0;1;9168
657952;11.04.2019;15882;0;1;9169
658523;03.03.2019;4405;1;1;9170
658033;03.03.2019;4939;2;1;9171
658617;03.03.2019;6462;1;1;9172
657749;03.03.2019;8519;7;0;9173
657880;03.03.2019;13377;2;1;9174
657816;03.03.2019;14949;3;1;9175
658429;03.03.2019;15576;0;1;9176
658332;03.03.2019;16744;0;0;9177
657883;03.03.2019;17824;3;0;9178
658577;04.03.2019;12738;0;1;9179
657973;04.03.2019;13377;1;1;9180
658418;04.03.2019;17803;0;1;9181
658141;04.03.2019;17809;0;1;9182
658354;04.03.2019;17821;2;0;9183
658492;05.03.2019;193;1;1;9184
658326;05.03.2019;496;0;1;9185
657874;05.03.2019;8264;1;0;9186
657883;05.03.2019;8498;41;0;9187
658156;05.03.2019;10911;0;0;9188
658139;05.03.2019;11187;1;0;9189
658690;05.03.2019;11376;0;0;9190
658008;05.03.2019;11784;0;1;9191
658518;05.03.2019;12885;0;1;9192
658223;05.03.2019;13350;2;1;9193
658471;06.03.2019;8498;3;1;9194
658478;06.03.2019;10911;0;1;9195
658665;06.03.2019;13113;0;0;9196
658503;06.03.2019;13377;1;0;9197
658543;06.03.2019;14949;12;0;9198
658673;06.03.2019;16834;0;1;9199
658298;07.03.2019;4405;0;0;9200
658126;07.03.2019;4426;0;1;9201
658279;07.03.2019;4939;9;0;9202
657738;07.03.2019;8519;1;1;9203
658063;07.03.2019;12738;0;1;9204
658528;07.03.2019;12885;1;0;9205
658416;07.03.2019;14949;8;1;9206
658564;07.03.2019;15576;0;1;9207
658510;07.03.2019;15647;0;0;9208
657783;07.03.2019;16578;2;1;9209
658317;08.03.2019;1972;83;0;9210
658258;08.03.2019;13377;1;1;9211
658356;08.03.2019;14949;15;1;9212
657918;09.03.2019;4939;22;1;9213
658547;10.03.2019;4939;12;1;9214
658191;10.03.2019;13377;1;1;9215
658445;10.03.2019;14949;3;0;9216
657858;11.03.2019;1972;79;1;9217
658578;11.03.2019;8498;1;0;9218
658133;11.03.2019;11187;0;1;9219
657974;11.03.2019;13350;2;1;9220
658639;11.03.2019;14949;33;1;9221
657846;11.03.2019;18049;0;1;9222
658275;11.03.2019;18073;2;0;9223
657849;12.03.2019;4939;9;1;9224
657882;12.03.2019;13377;3;0;9225
658321;12.03.2019;14949;52;1;9226
657843;13.03.2019;14949;4;0;9227
658370;14.03.2019;1972;29;0;9228
657977;14.03.2019;13377;1;1;9229
658331;14.03.2019;14799;29;1;9230
658472;15.03.2019;4939;23;0;9231
657762;15.03.2019;6462;1;1;9232
658296;15.03.2019;8126;0;1;9233
658020;15.03.2019;8447;1;1;9234
658419;15.03.2019;8519;1;1;9235
657821;15.03.2019;9468;0;1;9236
658297;15.03.2019;10914;1;0;9237
658702;15.03.2019;11082;0;1;9238
658436;15.03.2019;11094;0;1;9239
658007;15.03.2019;12330;0;1;9240
658646;15.03.2019;13377;2;0;9241
657957;15.03.2019;14949;14;1;9242
658643;15.03.2019;18127;0;1;9243
658704;15.03.2019;18130;0;1;9244
658050;15.03.2019;18166;0;1;9245
658420;16.03.2019;4939;8;1;9246
658046;16.03.2019;13377;1;1;9247
658291;16.03.2019;14949;2;1;9248
658375;18.03.2019;1972;6;1;9249
657866;18.03.2019;8498;10;1;9250
658402;18.03.2019;13350;1;1;9251
658294;18.03.2019;14799;2;1;9252
658296;18.03.2019;17791;3;1;9253
658425;18.03.2019;18028;1;1;9254
657800;18.03.2019;18160;0;1;9255
658373;19.03.2019;1972;3;1;9256
658649;19.03.2019;13377;3;1;9257
657902;19.03.2019;14949;3;1;9258
657976;19.03.2019;18157;0;1;9259
658132;19.03.2019;18163;1;0;9260
658331;23.03.2019;1972;0;1;9261
658148;23.03.2019;8498;1;1;9262
658079;23.03.2019;13350;0;1;9263
658194;23.03.2019;18202;0;1;9264
657734;23.03.2019;18211;0;1;9265
658194;23.03.2019;18214;0;0;9266
658062;24.03.2019;1972;0;1;9267
658682;24.03.2019;13350;0;1;9268
658666;21.04.2019;4939;0;1;9269
658612;21.04.2019;13377;1;1;9270
658285;22.04.2019;8126;0;1;9271
658424;22.04.2019;18325;0;1;9272
658423;22.04.2019;18451;0;1;9273
658294;23.04.2019;1972;2;0;9274
658417;23.04.2019;8498;6;0;9275
658692;23.04.2019;12114;1;1;9276
657939;23.04.2019;12195;4;0;9277
658653;23.04.2019;13350;1;1;9278
658616;23.04.2019;14949;1;1;9279
658230;23.04.2019;18241;0;1;9280
658053;23.04.2019;18283;1;1;9281
657888;23.04.2019;18394;0;1;9282
658675;23.04.2019;18451;0;1;9283
658537;12.04.2019;11979;0;1;9284
658487;21.04.2019;9579;0;1;9285
657873;21.04.2019;15894;0;1;9286
659330;14.03.2019;4939;1;0;9287
658982;14.03.2019;8033;0;1;9288
659392;14.03.2019;9068;0;1;9289
659338;14.03.2019;12849;0;0;9290
658684;14.03.2019;13173;0;1;9291
659267;14.03.2019;16447;0;1;9292
659434;14.03.2019;17803;0;1;9293
659089;14.03.2019;17812;1;1;9294
659242;14.03.2019;18130;0;1;9295
658929;20.03.2019;4939;1;1;9296
658834;20.03.2019;8033;0;1;9297
659034;20.03.2019;12849;0;0;9298
658552;20.03.2019;13173;1;1;9299
658565;20.03.2019;16504;0;1;9300
658895;20.03.2019;17812;1;0;9301
659108;20.03.2019;18175;0;0;9302
659180;21.03.2019;12849;0;0;9303
658803;21.03.2019;17812;0;1;9304
659309;22.03.2019;12849;0;0;9305
658991;22.03.2019;17812;0;1;9306
658782;26.03.2019;4939;0;1;9307
658784;26.03.2019;12849;0;0;9308
658998;26.03.2019;13173;0;1;9309
659335;26.03.2019;17812;0;1;9310
658833;26.03.2019;18169;0;1;9311
658886;26.03.2019;18223;0;1;9312
659072;30.03.2019;9365;0;1;9313
659364;30.03.2019;12849;0;1;9314
659201;30.03.2019;13173;0;1;9315
658854;30.03.2019;18322;0;1;9316
658776;09.04.2019;13173;0;0;9317
659450;10.04.2019;4939;0;1;9318
658673;10.04.2019;12849;0;1;9319
658853;10.04.2019;13173;0;1;9320
660256;12.04.2019;1972;9;0;9321
660496;12.04.2019;3898;1;1;9322
660011;12.04.2019;16501;14;1;9323
660145;12.04.2019;18376;0;1;9324
659937;12.04.2019;18391;0;1;9325
660288;12.04.2019;18397;1;0;9326
660330;12.04.2019;18415;0;1;9327
660193;12.04.2019;18424;1;1;9328
660602;03.04.2019;12525;4;1;9329
660100;08.04.2019;12525;1;1;9330
660681;09.04.2019;12525;7;0;9331
660264;10.04.2019;12525;10;1;9332
660367;10.04.2019;13646;2;1;9333
660146;10.04.2019;18325;1;1;9334
660306;11.04.2019;12165;0;0;9335
660574;11.04.2019;12525;15;0;9336
660041;11.04.2019;18202;2;1;9337
660736;13.04.2019;12525;2;1;9338
660722;13.04.2019;13646;0;1;9339
660390;13.04.2019;18202;2;1;9340
660291;14.04.2019;12525;10;1;9341
660634;14.04.2019;18202;18;0;9342
660768;17.04.2019;12525;0;1;9343
660110;17.04.2019;18202;0;1;9344
660108;17.04.2019;18451;0;1;9345
662351;04.04.2019;12114;0;1;9346
661922;04.04.2019;15680;0;1;9347
662112;04.04.2019;16447;0;1;9348
662501;04.04.2019;18202;0;1;9349
662596;04.04.2019;18283;0;1;9350
662099;06.04.2019;11094;0;1;9351
662046;06.04.2019;12027;0;1;9352
662237;06.04.2019;12849;0;0;9353
662038;08.04.2019;4939;0;1;9354
662567;08.04.2019;12849;0;0;9355
662326;10.04.2019;4939;0;0;9356
662582;13.04.2019;4939;1;0;9357
662729;13.04.2019;12114;0;1;9358
662545;13.04.2019;16537;0;1;9359
662478;13.04.2019;18445;1;1;9360
662430;22.03.2019;12735;0;1;9361
662935;24.03.2019;3520;0;1;9362
662598;24.03.2019;3523;0;1;9363
662389;24.03.2019;12735;1;0;9364
662715;24.03.2019;13116;1;1;9365
662704;24.03.2019;13422;1;1;9366
662589;25.03.2019;3520;1;1;9367
662480;25.03.2019;3523;6;0;9368
662810;25.03.2019;12735;4;1;9369
662620;25.03.2019;18043;0;0;9370
662513;05.04.2019;9365;0;1;9371
662604;05.04.2019;12738;0;1;9372
662781;06.04.2019;5884;2;1;9373
662308;06.04.2019;12738;2;1;9374
662501;07.04.2019;5884;5;1;9375
662253;07.04.2019;12738;2;1;9376
662945;08.04.2019;5884;0;1;9377
662054;09.04.2019;4939;0;1;9378
662293;09.04.2019;5884;1;1;9379
662484;09.04.2019;12738;1;1;9380
662153;11.04.2019;5884;0;1;9381
662337;11.04.2019;12738;0;1;9382
662303;16.04.2019;1972;3;1;9383
662701;16.04.2019;3523;16;0;9384
662827;16.04.2019;11694;1;1;9385
662776;16.04.2019;12735;9;1;9386
662490;16.04.2019;13218;1;1;9387
662882;16.04.2019;16537;2;1;9388
662805;16.04.2019;18403;2;1;9389
662420;16.04.2019;18418;0;1;9390
662849;19.04.2019;5884;0;1;9391
662866;19.04.2019;12738;0;1;9392
662602;21.04.2019;5884;0;1;9393
662509;21.04.2019;12738;0;1;9394
662204;03.03.2019;12738;1;1;9395
662531;04.03.2019;9221;1;1;9396
662856;04.03.2019;12738;1;1;9397
662766;04.03.2019;12993;1;0;9398
662813;12.03.2019;18127;1;1;9399
662231;14.03.2019;12738;0;1;9400
662169;15.03.2019;16537;0;1;9401
662930;15.03.2019;18130;1;1;9402
662266;18.03.2019;16504;0;1;9403
662395;19.03.2019;12738;0;1;9404
662432;21.03.2019;4408;4;1;9405
662121;21.03.2019;4939;8;0;9406
662450;21.03.2019;12738;12;1;9407
662456;21.03.2019;12993;9;0;9408
662162;21.03.2019;16336;4;1;9409
662848;21.03.2019;16504;10;0;9410
662288;27.03.2019;4426;3;1;9411
662559;27.03.2019;12738;3;0;9412
662197;27.03.2019;12993;5;1;9413
662856;27.03.2019;16504;7;1;9414
662845;28.03.2019;12738;0;1;9415
662323;01.04.2019;12738;1;1;9416
662872;01.04.2019;12993;4;1;9417
662628;02.04.2019;12738;0;1;9418
662282;05.04.2019;4462;1;1;9419
662170;05.04.2019;12738;1;1;9420
662187;05.04.2019;17812;1;1;9421
662554;05.04.2019;18166;0;1;9422
662952;06.04.2019;4462;0;1;9423
662105;06.04.2019;12738;1;1;9424
662373;07.04.2019;4462;2;1;9425
662837;07.04.2019;12738;1;1;9426
662746;09.04.2019;12738;0;1;9427
662825;10.04.2019;4462;0;1;9428
662867;10.04.2019;12738;0;1;9429
662572;15.04.2019;4462;2;0;9430
662842;15.04.2019;4939;1;1;9431
662814;15.04.2019;12738;1;1;9432
662967;15.04.2019;13377;0;1;9433
662678;16.04.2019;4462;0;1;9434
662399;16.04.2019;12738;0;1;9435
662883;18.04.2019;4462;3;1;9436
662918;18.04.2019;12738;1;0;9437
662595;18.04.2019;13377;1;1;9438
662704;18.04.2019;18325;0;1;9439
662858;19.04.2019;4462;2;0;9440
662158;19.04.2019;12738;2;1;9441
662261;19.04.2019;13377;0;1;9442
662580;23.04.2019;4462;2;0;9443
662530;23.04.2019;12738;5;1;9444
662854;29.03.2019;18283;1;1;9445
662409;06.04.2019;12027;0;0;9446
663361;06.04.2019;18271;0;1;9447
663001;06.04.2019;18325;0;1;9448
662880;06.04.2019;18337;0;1;9449
662500;06.04.2019;18364;1;1;9450
663087;06.04.2019;18370;0;0;9451
663261;06.04.2019;18382;2;1;9452
663204;06.04.2019;18385;1;0;9453
663031;06.04.2019;18388;0;1;9454
662723;07.04.2019;4486;1;1;9455
662390;07.04.2019;12027;0;0;9456
662709;07.04.2019;18316;0;1;9457
663164;07.04.2019;18382;1;1;9458
662942;07.04.2019;18385;1;0;9459
663234;21.03.2019;5884;0;1;9460
662635;21.03.2019;12738;0;1;9461
663267;04.04.2019;5884;4;1;9462
664401;26.03.2019;6264;0;1;9463
664304;26.03.2019;6363;0;1;9464
664544;26.03.2019;9191;0;0;9465
664420;26.03.2019;9194;0;1;9466
664890;26.03.2019;9984;0;0;9467
664458;26.03.2019;10815;0;1;9468
665045;26.03.2019;11661;0;0;9469
664844;26.03.2019;16548;0;1;9470
664882;26.03.2019;16669;0;1;9471
665000;26.03.2019;16726;0;1;9472
664596;26.03.2019;17782;0;1;9473
664847;26.03.2019;18031;0;1;9474
664664;26.03.2019;18136;0;1;9475
665096;26.03.2019;18160;0;1;9476
665062;26.03.2019;18196;0;1;9477
664166;26.03.2019;18244;0;0;9478
664596;27.03.2019;11073;0;1;9479
665130;27.03.2019;18208;0;1;9480
664512;27.03.2019;18235;0;1;9481
665092;06.04.2019;1897;0;1;9482
664425;06.04.2019;6318;0;1;9483
664373;06.04.2019;7772;0;1;9484
664258;06.04.2019;7802;0;1;9485
664778;06.04.2019;7928;0;1;9486
664208;06.04.2019;9194;0;0;9487
664524;06.04.2019;10815;0;0;9488
664809;06.04.2019;11661;0;1;9489
664429;06.04.2019;15951;0;1;9490
664636;06.04.2019;16545;0;0;9491
664562;06.04.2019;17779;0;1;9492
665080;06.04.2019;18310;0;1;9493
664550;06.04.2019;18379;0;1;9494
664161;07.04.2019;7;0;1;9495
664538;07.04.2019;376;0;1;9496
664480;07.04.2019;1900;0;1;9497
664889;07.04.2019;2722;0;0;9498
664804;07.04.2019;2851;0;1;9499
664649;07.04.2019;2893;0;1;9500
664592;07.04.2019;3730;0;1;9501
664697;07.04.2019;3733;2;0;9502
664318;07.04.2019;6378;0;1;9503
664843;07.04.2019;17857;0;1;9504
666248;20.03.2019;211;0;0;9505
666036;20.03.2019;568;0;0;9506
665277;20.03.2019;877;0;1;9507
666022;20.03.2019;6793;0;1;9508
666106;20.03.2019;9197;0;1;9509
666024;20.03.2019;11073;0;1;9510
666050;20.03.2019;11661;0;1;9511
665406;20.03.2019;11874;0;1;9512
666204;20.03.2019;12846;0;0;9513
666031;20.03.2019;13116;0;0;9514
665730;20.03.2019;13170;0;0;9515
666093;20.03.2019;13422;0;1;9516
665711;20.03.2019;13634;0;0;9517
665973;20.03.2019;16534;0;1;9518
666123;20.03.2019;16723;0;1;9519
666253;20.03.2019;17179;0;1;9520
665432;20.03.2019;17791;0;0;9521
665567;20.03.2019;18025;0;0;9522
665390;20.03.2019;18040;0;1;9523
665638;20.03.2019;18139;0;1;9524
666156;20.03.2019;18157;0;1;9525
665362;21.03.2019;568;0;1;9526
665578;21.03.2019;571;0;1;9527
665560;21.03.2019;739;0;1;9528
665499;21.03.2019;790;0;1;9529
665328;21.03.2019;3565;0;1;9530
666258;21.03.2019;6109;0;1;9531
665416;21.03.2019;6378;0;1;9532
666100;21.03.2019;7565;1;0;9533
666158;21.03.2019;7943;0;1;9534
665298;21.03.2019;8807;0;1;9535
665473;21.03.2019;9203;0;1;9536
665406;21.03.2019;9242;0;1;9537
665739;21.03.2019;9489;0;1;9538
665480;21.03.2019;9552;0;1;9539
665355;21.03.2019;10806;0;1;9540
666023;21.03.2019;11694;0;1;9541
665407;21.03.2019;11799;0;1;9542
666059;21.03.2019;11901;0;1;9543
665364;21.03.2019;11955;0;1;9544
665483;21.03.2019;12687;0;1;9545
665967;21.03.2019;12735;0;1;9546
665489;21.03.2019;12846;0;1;9547
665800;21.03.2019;12990;0;1;9548
665767;21.03.2019;13044;0;1;9549
665839;21.03.2019;13116;0;1;9550
666151;21.03.2019;13128;0;1;9551
665842;21.03.2019;13212;0;1;9552
665297;21.03.2019;13599;0;1;9553
665387;21.03.2019;13646;0;1;9554
665586;21.03.2019;13701;0;1;9555
665549;21.03.2019;14418;0;1;9556
665291;21.03.2019;14787;0;1;9557
665904;21.03.2019;15816;0;0;9558
666225;21.03.2019;16510;0;0;9559
665456;21.03.2019;16738;0;1;9560
665486;21.03.2019;16765;0;0;9561
666100;21.03.2019;16834;0;1;9562
665814;21.03.2019;17758;0;1;9563
666023;21.03.2019;17773;0;0;9564
665936;21.03.2019;17791;0;1;9565
666071;21.03.2019;17797;0;1;9566
665644;21.03.2019;17851;0;1;9567
665347;21.03.2019;17920;0;1;9568
665586;21.03.2019;18025;0;1;9569
666206;21.03.2019;18046;0;1;9570
666085;21.03.2019;18133;0;1;9571
665459;21.03.2019;18160;0;0;9572
665948;21.03.2019;18202;0;1;9573
665792;22.03.2019;748;0;1;9574
665933;22.03.2019;1972;0;1;9575
665662;22.03.2019;7565;0;0;9576
666102;22.03.2019;11196;0;0;9577
665916;22.03.2019;13116;0;0;9578
665432;22.03.2019;16501;0;1;9579
665497;22.03.2019;16510;0;0;9580
665545;22.03.2019;16843;0;1;9581
665386;22.03.2019;16972;0;1;9582
666032;22.03.2019;17758;0;1;9583
666207;22.03.2019;18073;0;1;9584
666136;22.03.2019;18202;0;0;9585
665390;22.03.2019;18208;0;1;9586
665940;31.03.2019;13119;0;1;9587
666189;01.04.2019;6109;0;0;9588
665875;02.04.2019;6109;0;0;9589
665719;02.04.2019;12114;0;1;9590
665499;02.04.2019;13646;0;0;9591
665421;02.04.2019;18283;0;1;9592
665408;02.04.2019;18325;0;1;9593
665515;02.04.2019;18337;0;0;9594
666029;03.04.2019;2677;0;0;9595
665814;03.04.2019;12156;0;1;9596
665854;03.04.2019;12849;0;1;9597
666162;03.04.2019;13587;0;1;9598
665829;03.04.2019;16560;0;1;9599
665883;03.04.2019;16578;0;0;9600
665815;03.04.2019;16972;0;0;9601
665843;03.04.2019;17812;0;1;9602
665955;03.04.2019;17869;0;1;9603
665398;03.04.2019;18124;0;1;9604
665699;03.04.2019;18229;0;0;9605
665931;03.04.2019;18253;0;1;9606
665445;03.04.2019;18271;0;0;9607
665326;03.04.2019;18274;0;1;9608
665527;03.04.2019;18316;0;1;9609
665808;03.04.2019;18346;0;1;9610
666056;03.04.2019;18358;0;1;9611
665799;04.04.2019;18229;0;1;9612
665532;04.04.2019;18253;0;1;9613
665714;04.04.2019;18271;0;0;9614
665619;04.04.2019;18274;0;1;9615
665375;04.04.2019;18316;0;1;9616
665374;04.04.2019;18319;0;1;9617
665553;04.04.2019;18364;0;1;9618
666202;04.04.2019;18367;0;1;9619
665632;05.04.2019;16188;0;1;9620
665495;06.04.2019;2887;0;1;9621
665550;06.04.2019;9495;0;1;9622
665335;06.04.2019;13116;0;1;9623
665886;06.04.2019;13887;1;0;9624
665663;06.04.2019;17869;0;1;9625
665840;06.04.2019;18343;0;1;9626
665868;06.04.2019;18376;0;1;9627
666118;11.04.2019;2887;0;1;9628
665498;11.04.2019;12735;0;0;9629
665588;11.04.2019;13887;0;0;9630
665924;11.04.2019;16501;0;1;9631
665507;11.04.2019;18379;0;1;9632
665512;11.04.2019;18391;0;1;9633
665920;11.04.2019;18397;1;1;9634
666182;11.04.2019;18403;0;0;9635
665895;11.04.2019;18406;0;1;9636
665794;11.04.2019;18415;0;1;9637
665336;12.04.2019;3535;2;1;9638
665746;12.04.2019;3898;0;1;9639
665347;12.04.2019;4486;0;1;9640
665299;12.04.2019;6423;0;0;9641
665496;12.04.2019;8390;0;1;9642
665376;12.04.2019;8759;0;1;9643
665965;12.04.2019;8819;0;1;9644
665630;12.04.2019;9978;0;1;9645
666233;12.04.2019;10734;1;1;9646
666111;12.04.2019;11667;0;1;9647
665439;12.04.2019;11694;0;1;9648
665951;12.04.2019;12027;0;1;9649
665472;12.04.2019;12114;0;1;9650
665309;12.04.2019;12177;0;1;9651
665380;12.04.2019;12525;0;1;9652
665931;12.04.2019;12651;0;1;9653
665434;12.04.2019;13077;0;1;9654
665914;12.04.2019;14925;0;1;9655
665646;12.04.2019;15972;0;1;9656
665853;12.04.2019;16501;0;1;9657
666038;12.04.2019;16738;0;1;9658
665317;12.04.2019;16774;0;1;9659
665476;12.04.2019;17773;0;1;9660
665334;12.04.2019;18064;0;1;9661
665925;12.04.2019;18067;0;1;9662
665641;12.04.2019;18073;0;0;9663
665504;12.04.2019;18127;0;1;9664
665538;12.04.2019;18130;0;1;9665
665671;12.04.2019;18286;0;0;9666
666206;12.04.2019;18349;0;1;9667
665700;12.04.2019;18394;0;1;9668
666015;12.04.2019;18433;0;1;9669
665672;13.04.2019;8807;0;0;9670
665937;13.04.2019;12141;0;1;9671
665667;13.04.2019;12933;0;0;9672
665647;13.04.2019;16774;0;1;9673
665298;13.04.2019;16813;0;1;9674
665946;13.04.2019;17761;0;0;9675
665770;14.04.2019;4513;0;0;9676
665395;14.04.2019;8942;0;1;9677
665399;14.04.2019;12117;0;1;9678
665268;14.04.2019;12573;0;1;9679
665270;14.04.2019;13047;0;0;9680
666140;14.04.2019;13119;0;1;9681
665940;14.04.2019;13137;0;1;9682
665296;14.04.2019;15726;0;1;9683
665366;14.04.2019;16447;0;1;9684
666215;14.04.2019;17308;0;0;9685
665924;14.04.2019;18067;0;1;9686
666254;14.04.2019;18076;0;1;9687
665875;14.04.2019;18229;0;1;9688
665582;02.03.2019;12114;0;0;9689
665595;02.03.2019;17812;0;1;9690
666296;03.03.2019;12114;0;1;9691
665855;04.03.2019;12114;1;0;9692
665891;04.03.2019;12849;1;1;9693
665364;04.03.2019;17518;0;1;9694
666228;04.03.2019;17809;0;1;9695
665666;04.03.2019;17812;0;1;9696
665630;04.03.2019;17821;0;1;9697
666095;05.03.2019;12114;0;0;9698
665870;05.03.2019;12849;0;1;9699
665732;06.03.2019;12114;5;1;9700
666031;06.03.2019;12648;7;0;9701
666306;06.03.2019;13227;2;1;9702
665923;06.03.2019;15519;5;0;9703
666145;06.03.2019;16834;0;1;9704
665403;07.03.2019;7631;0;1;9705
665797;07.03.2019;12114;2;1;9706
665937;07.03.2019;12648;3;1;9707
665916;07.03.2019;12849;1;1;9708
666239;07.03.2019;15519;3;0;9709
665516;07.03.2019;15810;0;1;9710
666177;07.03.2019;16504;2;1;9711
666290;08.03.2019;12114;0;1;9712
665625;08.03.2019;15519;1;1;9713
665570;09.03.2019;12114;0;1;9714
666216;09.03.2019;15519;0;1;9715
665575;10.03.2019;12114;0;1;9716
665928;10.03.2019;15519;0;1;9717
666098;11.03.2019;12648;0;1;9718
665576;11.03.2019;15519;1;1;9719
665750;12.03.2019;18127;0;1;9720
665754;13.03.2019;12114;0;1;9721
665423;14.03.2019;12114;0;1;9722
665720;14.03.2019;15519;0;1;9723
665806;16.03.2019;12114;0;1;9724
665781;16.03.2019;12849;1;1;9725
666280;18.03.2019;8126;1;1;9726
666013;18.03.2019;12114;1;0;9727
665656;18.03.2019;12648;1;1;9728
666207;18.03.2019;12849;1;0;9729
665948;18.03.2019;15519;0;1;9730
666159;18.03.2019;16504;1;1;9731
665524;19.03.2019;5050;4;1;9732
665990;19.03.2019;8072;0;1;9733
665984;19.03.2019;12114;1;1;9734
665761;19.03.2019;12849;0;1;9735
665476;19.03.2019;15126;1;1;9736
666241;19.03.2019;16504;0;0;9737
666311;19.03.2019;17449;0;1;9738
665520;20.03.2019;12114;0;1;9739
666214;24.03.2019;12114;0;1;9740
665909;29.03.2019;12114;0;1;9741
665532;29.03.2019;16504;0;1;9742
665491;02.04.2019;12114;1;1;9743
666158;04.04.2019;12114;0;1;9744
665414;05.04.2019;12114;0;1;9745
665437;05.04.2019;12726;1;1;9746
666122;05.04.2019;15399;0;1;9747
666203;08.04.2019;12114;0;1;9748
666121;08.04.2019;13377;0;1;9749
665952;09.04.2019;12114;0;1;9750
665456;09.04.2019;16504;0;1;9751
665794;11.04.2019;12114;0;1;9752
666180;17.04.2019;7631;0;1;9753
665982;17.04.2019;12114;0;1;9754
665411;17.04.2019;17821;2;1;9755
665497;18.04.2019;7631;0;1;9756
665501;18.04.2019;12114;0;1;9757
666296;18.04.2019;13377;0;1;9758
665572;18.04.2019;18493;0;1;9759
666043;20.04.2019;12726;1;1;9760
666378;16.03.2019;13128;1;1;9761
666506;01.03.2019;4453;1;0;9762
666178;02.03.2019;4243;6;1;9763
666454;02.03.2019;4453;12;1;9764
666246;08.03.2019;12165;0;1;9765
666896;13.03.2019;4453;6;0;9766
665960;14.03.2019;4243;7;0;9767
666853;14.03.2019;4453;47;1;9768
666372;15.03.2019;4243;1;0;9769
666280;15.03.2019;4453;3;0;9770
666624;16.03.2019;4243;1;0;9771
666138;16.03.2019;4453;55;1;9772
665975;18.03.2019;4243;1;1;9773
666242;18.03.2019;4453;4;1;9774
666819;19.03.2019;4243;12;0;9775
666170;19.03.2019;4453;13;0;9776
666667;20.03.2019;4243;19;0;9777
666294;20.03.2019;4453;99;1;9778
666636;21.03.2019;4243;42;1;9779
666318;21.03.2019;4453;43;0;9780
665978;22.03.2019;4243;148;1;9781
666251;22.03.2019;4453;82;1;9782
666190;23.03.2019;4243;0;1;9783
666333;25.03.2019;4243;12;0;9784
666236;25.03.2019;4453;12;0;9785
666241;26.03.2019;4243;16;1;9786
666591;26.03.2019;4453;37;1;9787
666424;27.03.2019;4243;42;0;9788
666870;28.03.2019;4243;145;1;9789
666439;28.03.2019;4453;161;1;9790
